unique_wellbore_identifier;md;tvd;tvd_ss;time;calc_tvd;calc_tvd_ss;source_file
NO 7220/8-1;913.68;913.06;890.07;977.1;913.06;913.06;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;928.79;928.16;905.17;989.1;928.16;928.16;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;943.91;943.27;920.28;1001.0;943.27;943.27;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;959.04;958.39;935.41;1013.0;958.39;958.39;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;974.16;973.51;950.52;1025.1;973.51;973.51;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;989.28;988.62;965.63;1036.5;988.62;988.62;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1019.51;1018.83;995.84;1061.2;1018.83;1018.83;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1034.63;1033.95;1010.95;1073.2;1033.95;1033.95;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1049.76;1049.07;1026.08;1085.6;1049.07;1049.07;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1064.88;1064.18;1041.19;1097.5;1064.18;1064.18;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1079.87;1079.16;1056.18;1109.4;1079.16;1079.16;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1094.99;1094.28;1071.29;1121.1;1094.28;1094.28;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1110.25;1109.53;1086.54;1132.9;1109.53;1109.53;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1125.37;1124.64;1101.66;1144.5;1124.64;1124.64;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1140.49;1139.76;1116.77;1156.2;1139.76;1139.76;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1155.61;1154.87;1131.88;1167.7;1154.87;1154.87;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1170.71;1169.96;1146.97;1179.5;1169.96;1169.96;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1185.83;1185.08;1162.08;1190.9;1185.08;1185.08;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1200.99;1200.23;1177.24;1202.0;1200.23;1200.23;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1216.11;1215.34;1192.36;1213.2;1215.34;1215.34;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1231.2;1230.42;1207.44;1223.8;1230.42;1230.42;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1246.32;1245.53;1222.55;1233.8;1245.53;1245.53;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1261.45;1260.66;1237.67;1243.5;1260.66;1260.66;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1276.57;1275.77;1252.78;1253.3;1275.77;1275.77;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1291.69;1290.88;1267.89;1262.9;1290.88;1290.88;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1306.81;1305.99;1283.01;1272.8;1305.99;1305.99;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1321.92;1321.09;1298.11;1282.0;1321.09;1321.09;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1337.04;1336.2;1313.22;1291.4;1336.2;1336.2;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1352.15;1351.29;1328.31;1301.0;1351.29;1351.29;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1367.27;1366.4;1343.42;1310.2;1366.4;1366.4;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1382.4;1381.52;1358.54;1319.3;1381.52;1381.52;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1397.52;1396.63;1373.64;1328.7;1396.63;1396.63;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1412.65;1411.76;1388.76;1338.7;1411.76;1411.76;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1427.77;1426.88;1403.87;1347.0;1426.88;1426.88;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1442.87;1441.97;1418.97;1355.7;1441.97;1441.97;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1457.99;1457.09;1434.09;1364.8;1457.09;1457.09;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1473.1;1472.2;1449.2;1374.1;1472.2;1472.2;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1488.22;1487.32;1464.32;1382.8;1487.32;1487.32;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1503.37;1502.47;1479.46;1391.5;1502.47;1502.47;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1518.49;1517.59;1494.58;1401.4;1517.59;1517.59;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1533.49;1532.59;1509.59;1409.8;1532.59;1532.59;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1548.61;1547.71;1524.71;1419.6;1547.71;1547.71;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1563.82;1562.92;1539.92;1428.5;1562.92;1562.92;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1578.94;1578.04;1555.04;1437.4;1578.04;1578.04;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1594.05;1593.15;1570.15;1446.7;1593.15;1593.15;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1609.17;1608.27;1585.27;1455.6;1608.27;1608.27;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1624.32;1623.42;1600.42;1464.5;1623.42;1623.42;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1639.44;1638.54;1615.54;1473.4;1638.54;1638.54;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1654.55;1653.65;1630.65;1482.0;1653.65;1653.65;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1669.67;1668.77;1645.77;1491.1;1668.77;1668.77;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1684.82;1683.92;1660.92;1499.2;1683.92;1683.92;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1699.94;1699.04;1676.04;1508.0;1699.04;1699.04;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1715.02;1714.12;1691.12;1516.7;1714.12;1714.12;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1730.14;1729.24;1706.24;1525.5;1729.24;1729.24;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1745.3;1744.4;1721.39;1534.3;1744.4;1744.4;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1760.42;1759.52;1736.51;1542.9;1759.52;1759.52;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1775.48;1774.58;1751.57;1551.3;1774.58;1774.58;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1790.6;1789.7;1766.69;1560.0;1789.7;1789.7;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1805.78;1804.88;1781.87;1568.8;1804.88;1804.88;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1820.9;1820.0;1796.99;1577.0;1820.0;1820.0;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1836.01;1835.11;1812.11;1585.8;1835.11;1835.11;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1851.13;1850.23;1827.23;1593.8;1850.23;1850.23;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1866.24;1865.34;1842.33;1602.3;1865.34;1865.34;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1881.36;1880.46;1857.45;1610.0;1880.46;1880.46;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1896.49;1895.59;1872.59;1618.2;1895.59;1895.59;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1911.61;1910.71;1887.71;1626.3;1910.71;1910.71;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1926.72;1925.82;1902.82;1634.6;1925.82;1925.82;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1941.84;1940.94;1917.94;1643.1;1940.94;1940.94;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1957.0;1956.1;1933.09;1651.1;1956.1;1956.1;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1972.12;1971.22;1948.21;1659.9;1971.22;1971.22;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;1987.21;1986.31;1963.31;1668.5;1986.31;1986.31;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2002.33;2001.43;1978.43;1677.0;2001.43;2001.43;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2017.44;2016.54;1993.54;1685.8;2016.54;2016.54;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2032.56;2031.66;2008.66;1694.8;2031.66;2031.66;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2047.65;2046.75;2023.75;1703.4;2046.75;2046.75;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2062.77;2061.87;2038.87;1712.2;2061.87;2061.87;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2077.91;2077.01;2054.01;1721.2;2077.01;2077.01;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2093.03;2092.13;2069.13;1730.3;2092.13;2092.13;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2108.16;2107.26;2084.26;1739.6;2107.26;2107.26;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2123.28;2122.38;2099.38;1749.4;2122.38;2122.38;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2138.38;2137.48;2114.48;1758.2;2137.48;2137.48;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2153.5;2152.6;2129.6;1767.1;2152.6;2152.6;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2168.64;2167.74;2144.74;1775.2;2167.74;2167.74;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2183.76;2182.86;2159.86;1783.8;2182.86;2182.86;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 7220/8-1;2198.86;2197.96;2174.95;1791.5;2197.96;2197.96;G:\Sub_Appl_Data\WellDB\NO\wells\7220\NO 7220-8-1\07.Borehole_Seismic\TZV_TIME_CHECKSHOT_1.ASC
NO 16/2-12;591.93;591.92;569.93;642.57;591.92;591.92;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;607.17;607.16;585.17;658.08;607.16;607.16;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;622.41;622.4;600.41;673.84;622.4;622.4;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;637.64;637.63;615.64;689.59;637.63;637.63;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;652.88;652.87;630.87;705.34;652.87;652.87;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;668.12;668.11;646.11;721.08;668.11;668.11;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;683.4;683.39;661.4;736.94;683.39;683.39;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;698.64;698.63;676.64;753.25;698.63;698.63;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;713.88;713.87;691.88;769.0;713.87;713.87;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;729.11;729.1;707.1;784.07;729.1;729.1;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;744.35;744.34;722.34;798.33;744.34;744.34;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;759.59;759.58;737.58;812.49;759.58;759.58;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;774.85;774.84;752.85;826.62;774.84;774.84;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;790.09;790.08;768.09;841.27;790.08;790.08;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;805.33;805.32;783.33;855.78;805.32;805.32;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;820.51;820.5;798.51;870.36;820.5;820.5;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;835.75;835.74;813.75;885.0;835.74;835.74;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;850.99;850.98;828.99;899.03;850.98;850.98;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;866.26;866.25;844.25;913.62;866.25;866.25;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;881.5;881.49;859.49;928.41;881.49;881.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;896.74;896.73;874.73;943.8;896.73;896.73;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;912.02;912.01;890.02;958.7;912.01;912.01;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;927.26;927.25;905.26;973.17;927.25;927.25;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;942.5;942.49;920.5;987.59;942.49;942.49;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;957.73;957.72;935.72;1002.35;957.72;957.72;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;972.97;972.96;950.96;1016.42;972.96;972.96;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;988.21;988.2;966.2;1030.59;988.2;988.2;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;1033.91;1033.9;1011.9;1073.51;1033.9;1033.9;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
NO 16/2-12;1049.07;1049.06;1027.06;1087.74;1049.06;1049.06;G:\Sub_Appl_Data\WellDB\NO\wells\0016\NO 16-2-12\07.Borehole_Seismic\INTERNAL\0012_VSP_Enclosures\VSPZO_VELOCITY-LISTINGS_2012-08-25\TZV_TIME_CHECKSHOT.ASC
